hexsha,target,predicate,generalized_target,generalized_predicate,similar_target,spec_target,spec_predicate,reason,evidence,similarity_score
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",usb_core_usb_get_intf,A call to usb_get_intf() that increments the reference count of a USB interface structure,The USB interface reference must be decremented with usb_put_intf() when the interface is no longer needed to balance the reference count,"Function increments reference count of USB interface structure, requiring balanced decrement when no longer needed",documentation: 'increments the reference count of the usb interface structure'; function name pattern: usb_get_intf follows reference counting convention,0.3650051355361938
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",class_find_device_by_name,class_find_device_by_name function that returns a reference-counted device object,"When the returned device object is no longer needed, its reference count must be decremented by calling put_device()",Function returns a reference-counted device object that must be released with put_device() to prevent memory leaks and use-after-free issues,Usage Example 1: put_device(dev); /* matches class_find_device() above */; Usage Example 2: put_device(dev);; Usage Example 3: put_device(dev);,0.3639881610870361
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",kobject_get,kobject_get function that increments the reference count of a kobject,"When the kobject returned by kobject_get is no longer needed, its reference count must be decremented by calling kobject_put","kobject_get increments reference count on kobject structures, and the usage examples consistently show paired kobject_put calls to decrement the reference count when objects are no longer needed",kobject_get implementation: kref_get(&kobj->kref) - increments reference count; Usage Example 1: kobject_get(&dump->kobj) followed by kobject_put(&dump->kobj) calls; Usage Example 2: kobject_get(&elog->kobj) followed by kobject_put(&elog->kobj) calls; Usage Example 3: kobject_get(group->devices_kobj) - caller must balance with kobject_put,0.3624029159545898
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",class_find_device_by_fwnode,class_find_device_by_fwnode function that finds and returns a device object,"When the returned device object is no longer needed, its reference count must be decremented by calling put_device()",Function returns a device object with incremented reference count that must be released,"class_find_device_by_fwnode calls class_find_device() which acquires device reference; Usage Example 1: dev = class_find_device_by_fwnode(&role_class, fwnode); - no put_device() call; Usage Example 2: dev = class_find_device_by_fwnode(&role_class, parent); - no put_device() call",0.3618519306182861
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",driver_find_device_by_name,driver_find_device_by_name() function that finds and returns a device object,The returned device object has an incremented reference count and must be released with put_device() when no longer needed,Function acquires a device object with incremented reference count that must be properly released,driver_find_device_by_name calls driver_find_device() which increments device refcount; usage example: get_ccwdev_by_busid() calls driver_find_device_by_name() but shows no corresponding put_device(),0.3602733612060547
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",fwnode_phy_find_device,fwnode_phy_find_device function that returns a phy_device pointer,"When fwnode_phy_find_device returns a non-NULL phy_device pointer, the caller must call phy_device_free() on the returned device to release the reference count",Function acquires and returns a reference-counted phy_device object that requires explicit release by caller,fwnode_phy_find_device:4: 'mdiodev = fwnode_mdio_find_device(phy_fwnode)' - acquires reference; fwnode_phy_find_device:8: 'return to_phy_device(&mdiodev->dev)' - returns with reference held; usage example: 'phy_dev = fwnode_phy_find_device(phy_fwnode); ... phy_device_free(phy_dev);' - shows required cleanup,0.3594357967376709
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",pci_get_base_class,pci_get_base_class() function that returns PCI device objects,"When the returned pci_dev pointer is no longer needed, its reference count must be decremented by calling pci_dev_put()",Function acquires reference-counted PCI device objects that must be released to prevent memory leaks,Usage Example 2: shows correct usage with pci_dev_put(pdev); Usage Examples 1&3: missing pci_dev_put() calls suggest reference leaks; Function calls pci_get_dev_by_id() which follows PCI reference counting convention,0.3592371940612793
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",bus_find_device_by_name,Function bus_find_device_by_name that searches for and returns a device object by name,"When the returned device object is no longer needed, its reference count must be decremented by calling put_device() to prevent reference leaks",bus_find_device_by_name acquires a reference to the device object that must be released with put_device(),Usage Example 3 shows correct pattern with put_device(dev) call; Usage Examples 1 & 2 show potential reference leaks - no put_device() calls; Function wraps bus_find_device() which follows standard kernel pattern of returning referenced objects,0.3591344356536865
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",device_find_child_by_name,device_find_child_by_name function that searches for a child device by name,"When device_find_child_by_name returns a non-NULL device pointer, the caller must call put_device() on the returned device to decrement its reference count when no longer needed","device_find_child_by_name wraps device_find_child which acquires a reference to the returned device object, requiring put_device() to balance the refcount",Usage Example 1: put_device(&ndns->dev); /* from device_find_child */; Usage Example 2: put_device(victim);; Usage Example 3: put_device(csi_dev);,0.3583204746246338
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",backlight_device_get_by_name,backlight_device_get_by_name() function that returns a backlight device by name lookup,"When the returned backlight_device is no longer needed, its reference count must be decremented by calling put_device(&backlight_dev->dev)",Function calls class_find_device_by_name() which acquires a device reference that must be released,"backlight.c:1: 'dev = class_find_device_by_name(&backlight_class, name);' - acquires device reference; usage example 1: 'put_device(&kbd->backlight_dev->dev);' - caller releases reference; usage example 2: 'put_device(&bd->dev);' - caller releases reference",0.3571330308914184
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",xe_pm_runtime_get,xe_pm_runtime_get function that acquires runtime PM reference on xe_device,Every call to xe_pm_runtime_get() must be paired with a corresponding xe_pm_runtime_put() call to properly balance the runtime PM reference count,Function acquires runtime PM reference via pm_runtime_get_noresume() that must be balanced with xe_pm_runtime_put(),xe_pm_runtime_get.c:4: 'pm_runtime_get_noresume(xe->drm.dev);'; usage example 1: xe_pm_runtime_get(xe); ggtt_node_remove(node); xe_pm_runtime_put(xe);; usage example 2: xe_pm_runtime_get(xe); ... xe_pm_runtime_put(xe);; usage example 3: xe_pm_runtime_get(xe); ... xe_pm_runtime_put(xe);,0.3565037250518799
e3862093ee93,A call to of_phy_find_device() followed by phy_device_remove().,The returned phy_device must be freed with phy_device_free() to balance the refcount.,Function that acquires a reference-counted device object,"When the device object is no longer needed, its reference count must be decremented by calling the appropriate release function",netdev_get_by_name,netdev_get_by_name function that acquires a reference to a network device,"When the returned net_device is no longer needed, its reference count must be decremented by calling netdev_put() with the same tracker",Function acquires a reference to a network device that must be released with netdev_put(),"netdev_get_by_name calls dev_get_by_name() which increments device refcount; usage example shows netdev_put(dev, &req_info->dev_tracker) to release the reference; netdev_tracker parameter indicates reference tracking system",0.3559166193008423
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,memdup_array_user,memdup_array_user function that duplicates arrays from user space with count and element size parameters,The count parameter (n) must be validated to be greater than 0 and the total allocation size (n * size) must not exceed reasonable memory limits or cause integer overflow before performing the copy operation,memdup_array_user copies user-provided data with size parameters (n * size) and needs validation to prevent integer overflow and excessive memory allocation,Usage Example 1: hdr.count used as n parameter after validation 'if (!hdr.count || (hdr.start + hdr.count > feature->nr_irqs))'; Usage Example 2: fixed value 256 used as n parameter for gamma table; Usage Example 3: ct parameter used as n after validation 'if (ct >= MAX_DIACR) return -EINVAL;',0.5662200450897217
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,vmemdup_array_user,vmemdup_array_user function that duplicates arrays from user space with count and element size parameters,The count parameter (n) must be validated to be greater than 0 and the multiplication (n * size) must be checked for integer overflow and against reasonable memory allocation limits before performing the copy operation,vmemdup_array_user copies user-provided data with size parameters (n * size) and needs validation to prevent integer overflow and excessive memory allocation,"Usage Example 1: vmemdup_array_user(list, ct, sizeof(*unilist)) - ct comes from user ioctl parameter; Usage Example 2: vmemdup_array_user(entries, cpuid->nent, sizeof(*e)) - cpuid->nent validated against KVM_MAX_CPUID_ENTRIES before call; Usage Example 3: vmemdup_array_user(entries, cpuid->nent, sizeof(*e2)) - cpuid->nent validated against KVM_MAX_CPUID_ENTRIES before call",0.5375312566757202
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,memdup_user,memdup_user function that duplicates user-provided memory with a length parameter,"The len parameter must be validated to be greater than 0 and less than or equal to a reasonable maximum allocation size (e.g., KMALLOC_MAX_SIZE) before performing memory allocation and copy operations",memdup_user copies user-provided data with a size parameter but lacks validation to prevent excessive memory allocation and potential DoS attacks,"memdup_user.c:5: 'p = kmem_buckets_alloc_track_caller(user_buckets, len, GFP_USER | __GFP_NOWARN);' - allocates len bytes without bounds checking; memdup_user.c:10: 'if (copy_from_user(p, src, len))' - copies len bytes without validating size; usage example 1: caller validates 'idata->buf_bytes > MMC_IOC_MAX_BYTES' before calling memdup_user, showing need for bounds checking; usage example 2: caller validates '_IOC_SIZE(cmd)' before calling memdup_user, indicating size validation is expected",0.4917661547660827
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,strndup_user,strndup_user function that duplicates user-provided strings with a maximum length parameter,The length parameter 'n' must be validated to be greater than 0 and the actual string length must not exceed 'n' before performing the memory allocation and copy operation,strndup_user copies user-provided data with a size parameter 'n' that needs validation to prevent buffer overflows and invalid allocations,"strndup_user.c:8-9: 'if (length > n) return ERR_PTR(-EINVAL);' - validates size against user limit; strndup_user.c:5: 'length = strnlen_user(s, n);' - uses size parameter to limit string length calculation; strndup_user.c:11: 'p = memdup_user(s, length);' - performs actual copy with validated length; usage example 1: 'strndup_user(..., PANFROST_BO_LABEL_MAXLEN)' - caller provides maximum size limit; usage example 3: 'strndup_user(ubuf, PAGE_SIZE)' - caller provides buffer size limit",0.4499831795692444
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,simple_write_to_buffer,simple_write_to_buffer function that copies user data to a buffer with position and count parameters,The count parameter must be validated to be non-zero and the effective write size (count adjusted for position) must not exceed the available buffer space (available - pos) before performing the copy_from_user operation,Function copies user data with size parameter and performs comprehensive bounds validation,"simple_write_to_buffer:6-7: 'if (pos >= available || !count) return 0;' - validates position within bounds and non-zero count; simple_write_to_buffer:8-9: 'if (count > available - pos) count = available - pos;' - clamps count to prevent buffer overflow; simple_write_to_buffer:10: 'res = copy_from_user(to + pos, from, count);' - performs the actual copy with validated parameters; Usage Example 2:12-13: 'if (size >= sizeof(buf)) return -EINVAL;' - caller validates size before calling function",0.4490442276000976
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,memdup_user_nul,memdup_user_nul function that copies user data with size parameter len,The len parameter must be validated to be within reasonable bounds (greater than or equal to 0 and less than a maximum safe allocation size) before performing allocation and copy operations to prevent integer overflow and excessive memory allocation,"Function allocates len+1 bytes and accesses p[len] without validating len parameter, creating risks of integer overflow and excessive allocation","memdup_user_nul:5: 'p = kmem_buckets_alloc_track_caller(user_buckets, len + 1, GFP_USER | __GFP_NOWARN);' - allocates len+1 without bounds check; memdup_user_nul:12: 'p[len] = '\0';' - accesses array at index len without validation; usage example 2: copyin_string validates len before calling, showing need for bounds checking",0.4396446943283081
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,copy_to_user_fromio,copy_to_user_fromio function that copies data from MMIO space to user space with a count parameter,The count parameter must be validated to be greater than 0 and within reasonable bounds relative to the source MMIO region size and destination user buffer capacity before performing the copy operation,"Function copies user-provided data with size parameter but lacks explicit bounds validation, relying on internal mechanisms that may not prevent all buffer overflow scenarios","copy_to_user_fromio.c:5: 'if (import_ubuf(ITER_DEST, dst, count, &iter))' - only validates user buffer access, not size bounds; copy_to_user_fromio.c:7: 'if (copy_to_iter_fromio((const void __iomem *)src, count, &iter) != count)' - performs copy without explicit size validation; usage example: snd_cs4281_BA0_read calls with user-controlled count parameter without prior bounds checking",0.4237922430038452
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,folio_fill_tail,folio_fill_tail function that copies data from a source buffer to a folio with user-controlled length parameter,"The len parameter must be validated to be greater than 0 and the sum of offset + len must be less than or equal to folio_size(folio) with proper error handling, not just debug assertions",Function copies user-provided data with size parameter but lacks proper bounds validation,"folio_fill_tail.c:6: 'VM_BUG_ON(offset + len > folio_size(folio));' - only debug assertion, not runtime validation; usage example 1: 'folio_fill_tail(folio, 0, from, dsize);' - dsize from i_size_read could be arbitrary; usage example 2: 'folio_fill_tail(folio, 0, data, rsize);' - rsize from le32_to_cpu could be malicious; usage example 3: 'folio_fill_tail(folio, 0, resident_data(attr) + vbo, len);' - len calculated but not validated against folio bounds",0.398551344871521
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,devcd_read_from_sgtable,devcd_read_from_sgtable function that copies data from scatter-gather table to user buffer with size parameter buf_len,The buf_len parameter must be validated to be greater than 0 and less than or equal to the destination buffer size before calling sg_pcopy_to_buffer to prevent buffer overflow in the destination buffer,Function copies data with user-provided size parameter (buf_len) that needs validation to prevent buffer overflows,"devcd.c:7-8: 'if (offset + buf_len > data_len) buf_len = data_len - offset;' - validates upper bound against source data; devcd.c:9-10: 'return sg_pcopy_to_buffer(table, sg_nents(table), buffer, buf_len, offset);' - copies buf_len bytes to destination buffer without validating buffer capacity",0.3954390287399292
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked to be greater than 0 and less than or equal to the size of the destination buffer.,function that copies user-provided data with a size parameter,The size parameter must be validated to be within valid bounds (greater than 0 and less than or equal to the destination buffer size) before performing the copy operation.,append_oa_sample,append_oa_sample function that copies OA report data to userspace buffer with count parameter,The count parameter must be validated to ensure sufficient space remains in the destination buffer (count - *offset >= header.size) before performing copy operations to prevent buffer overflows,Function copies user-provided data with size parameter that needs validation to prevent buffer overflows,"append_oa_sample:13: 'if ((count - *offset) < header.size) return -ENOSPC;'; append_oa_sample:18-19: 'if (copy_to_user(buf, &header, sizeof(header))) return -EFAULT;'; append_oa_sample:25-26: 'if (copy_to_user(buf, report, report_size_partial)) return -EFAULT;'; append_oa_sample:29-31: 'if (copy_to_user(buf, stream->oa_buffer.vaddr, report_size - report_size_partial)) return -EFAULT;'",0.3777234554290771
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,memdup_array_user,memdup_array_user function that copies an array from user space using count (n) and element size parameters,The count parameter (n) must be validated to ensure n > 0 and that n * size does not cause integer overflow or exceed reasonable memory allocation limits before performing the copy operation,memdup_array_user copies data from user space with size parameters (n * size) that need validation to prevent integer overflow and excessive memory allocation,"Usage Example 1: viafb_gamma_table = memdup_array_user(argp, 256, sizeof(u32)); - copies 256 * sizeof(u32) bytes from user space; Usage Example 2: dia = memdup_array_user(a->kbdiacr, ct, sizeof(struct kbdiacr)); - ct comes from user via get_user(ct, &a->kb_cnt) and is validated with 'if (ct >= MAX_DIACR) return -EINVAL;'; Usage Example 3: fds = memdup_array_user((void __user *)(arg + sizeof(hdr)), hdr.count, sizeof(s32)); - hdr.count comes from user and is validated with bounds checks",0.626842737197876
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,vmemdup_array_user,vmemdup_array_user function that allocates and copies an array from user space,"The n parameter (array count) and size parameter (element size) must be validated to ensure n > 0, size > 0, and n * size does not overflow and is within reasonable memory allocation limits before performing the copy operation",vmemdup_array_user copies data from user space with size parameters (n * size) that need validation to prevent integer overflow and excessive memory allocation,"Usage Example 1: vmemdup_array_user(entries, cpuid->nent, sizeof(*e)) - cpuid->nent is user-controlled and checked against KVM_MAX_CPUID_ENTRIES before call; Usage Example 2: vmemdup_array_user(entries, cpuid->nent, sizeof(*e2)) - similar pattern with bounds checking; Usage Example 3: vmemdup_array_user(list, ct, sizeof(*unilist)) - ct parameter used directly without visible bounds checking",0.6048786044120789
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,copy_to_user_fromio,copy_to_user_fromio function that copies data from memory-mapped I/O space to user space,The count parameter must be validated to ensure it is greater than 0 and within reasonable bounds before being used for the copy operation to prevent buffer overflows and invalid memory access,Function copies data from kernel memory-mapped I/O space to user space with user-controlled size parameter that lacks validation,"copy_to_user_fromio:3: 'if (import_ubuf(ITER_DEST, dst, count, &iter))' - count parameter passed directly without validation; copy_to_user_fromio:5: 'if (copy_to_iter_fromio((const void __iomem *)src, count, &iter) != count)' - count used for copy operation without bounds checking; usage example: snd_cs4281_BA0_read passes user-provided 'count' directly without validation; usage example: all usage examples show count parameter coming from user space without prior validation",0.5203420519828796
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,memdup_user_nul,memdup_user_nul function that copies data from user space with a len parameter,"The len parameter must be validated to ensure it is greater than 0 and does not cause integer overflow when adding 1 for null termination, and the resulting allocation size must be within reasonable bounds before being used for memory allocation and copy operations","memdup_user_nul copies data from user space with a size parameter that lacks proper validation, creating potential security vulnerabilities","memdup_user_nul:3-4: 'p = kmem_buckets_alloc_track_caller(user_buckets, len + 1, GFP_USER | __GFP_NOWARN);' - allocates len+1 bytes without validating len bounds; memdup_user_nul:8: 'if (copy_from_user(p, src, len))' - copies len bytes without size validation; Usage Example 3:11: 'if (len > DRM_CLIENT_NAME_MAX_LEN)' - shows callers need to validate size before calling memdup_user_nul; memdup_user_nul:11: 'p[len] = '\0';' - accesses p[len] without ensuring len is valid",0.5194701850414276
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,copy_from_user_toio,copy_from_user_toio function that copies data from user space to MMIO space with a count parameter,The count parameter must be validated to ensure it is greater than 0 and does not exceed the size of the destination MMIO buffer before performing the copy operation,"Function copies user data to MMIO space with unchecked size parameter, creating potential for buffer overflows and invalid memory access","copy_from_user_toio.c:6: 'if (copy_from_iter_toio((void __iomem *)dst, count, &iter) != count)' - count parameter used directly without bounds validation; copy_from_user_toio.c:3: 'if (import_ubuf(ITER_SOURCE, (void __user *)src, count, &iter))' - count used to set up iterator without validation; Function signature shows no dst_size parameter to validate against, indicating caller responsibility for bounds checking",0.497730016708374
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,strndup_user,strndup_user function that copies a string from user space with a maximum length parameter,The length parameter n must be validated to ensure it is greater than 0 and the actual string length does not exceed n before performing the copy operation,strndup_user copies data from user space with size parameter n that needs validation to prevent buffer overflows and invalid operations,strndup_user.c:8-9: 'if (length > n) return ERR_PTR(-EINVAL);' - validates size against maximum; strndup_user.c:5-6: 'if (!length) return ERR_PTR(-EFAULT);' - validates size is greater than 0; usage example 1: 'PANFROST_BO_LABEL_MAXLEN' - callers pass maximum buffer size limits; usage example 2: 'PANTHOR_BO_LABEL_MAXLEN' - callers pass maximum buffer size limits; usage example 3: 'PAGE_SIZE' - caller passes maximum buffer size limit,0.4940429925918579
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,sg_pcopy_to_buffer,sg_pcopy_to_buffer function that copies data from scatterlist to a linear buffer,The buflen parameter must be validated to ensure it is greater than 0 and does not exceed the actual size of the destination buffer 'buf' before performing the copy operation,sg_pcopy_to_buffer copies data to a user-provided buffer with a size parameter (buflen) that needs validation to prevent buffer overflows,"lib/scatterlist.c:1: function signature shows 'void *buf, size_t buflen' - buflen controls copy size to destination buffer; Usage Example 1: sg_pcopy_to_buffer(sg, nr_sg, cksum2, krb5->cksum_len, offset) - buflen=krb5->cksum_len used without validation; Usage Example 2: sg_pcopy_to_buffer(..., buf + header_size, new_header_size - header_size, ...) - buflen calculated but not validated against actual buffer capacity; Usage Example 3: devcd_read_from_sgtable validates buf_len against data_len but not against buffer capacity",0.4569519758224487
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,append_oa_sample,append_oa_sample function that copies OA report data to user space buffer with count and offset parameters,"The count parameter must be validated to ensure sufficient remaining buffer space (count - *offset >= header.size) before performing copy_to_user operations, and all copy sizes must be within bounds of both source and destination buffers",Function copies data to user space with size parameters that need validation to prevent buffer overflows and ensure safe memory operations,"append_oa_sample:13: 'if ((count - *offset) < header.size) return -ENOSPC;' - validates remaining buffer space; append_oa_sample:17-18: 'if (copy_to_user(buf, &header, sizeof(header))) return -EFAULT;' - copies header to user space; append_oa_sample:25-27: 'if (copy_to_user(buf, report, report_size_partial)) return -EFAULT;' - copies partial report data; append_oa_sample:30-32: 'if (copy_to_user(buf, stream->oa_buffer.vaddr, report_size - report_size_partial)) return -EFAULT;' - copies remaining report data; append_oa_sample:33-34: '} else if (copy_to_user(buf, report, report_size)) { return -EFAULT; }' - copies full report data",0.4280393123626709
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,video_usercopy,video_usercopy function that copies data from/to userspace with size parameters derived from ioctl commands,"The ioc_size parameter extracted from _IOC_SIZE(cmd) must be validated to ensure it is greater than 0 and within reasonable bounds before buffer allocation, and array_size must be validated against the allocated array_buf size before copy_from_user/copy_to_user operations",The function copies data from userspace with size parameters that need validation to prevent buffer overflows and invalid operations,"video_usercopy:17: 'const size_t ioc_size = _IOC_SIZE(cmd);' - size extracted from ioctl command without validation; video_usercopy:20-27: allocates buffer based on ioc_size without bounds checking; video_usercopy:45: 'copy_from_user(array_buf, user_ptr, array_size)' - copies array_size bytes without validating against buffer bounds; video_usercopy:82: 'copy_to_user(user_ptr, array_buf, array_size)' - copies back without size validation",0.3943163752555847
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,dvb_ringbuffer_write_user,dvb_ringbuffer_write_user function that copies data from user space to a ring buffer,The len parameter must be validated to ensure it is greater than 0 and does not exceed the available space in the ring buffer (dvb_ringbuffer_free(rbuf)) before performing copy_from_user operations,"Function copies data from user space using copy_from_user with user-provided size parameter 'len', but lacks validation to ensure 'len' is within destination buffer bounds and greater than 0",dvb_ringbuffer.c:split calculation assumes len is valid without bounds checking; dvb_ringbuffer.c:copy_from_user calls use 'split' and 'todo' derived from unvalidated 'len'; usage example: ts_write() passes user 'count' directly to dvb_ringbuffer_write_user without validation,0.3648968338966369
f89672cc3681,A call to copy_from_user with a user-provided count parameter.,The count parameter must be checked for being less than 1 or greater than the buffer size before being used.,function that copies data from user space with a size parameter,The size parameter must be validated to ensure it is within the bounds of the destination buffer and greater than 0 before being used for the copy operation.,copy_remote_vm_str,copy_remote_vm_str function that copies strings from another process's address space,The len parameter must be validated to ensure it is greater than 0 and within the bounds of the destination buffer before being passed to __copy_remote_vm_str,Function copies data from user space with size parameter that needs validation to prevent buffer overflows,copy_remote_vm_str: only checks len == 0 but not upper bounds; Usage Example 1: caller passes size directly without bounds checking; Usage Example 2: caller passes dst__sz directly without bounds checking; __copy_remote_vm_str call: len parameter passed unchecked to internal copy function,0.3521028757095337
